0, 128, 0.072636, 1
0, 256, 0.146060, 1
0, 512, 0.279479, 1
0, 1024, 0.556530, 1
0, 2048, 1.108769, 1
0, 4096, 2.291053, 1
0, 8192, 4.447442, 1
0, 16384, 8.869120, 1
0, 128, 0.072030, 1
0, 256, 0.143238, 1
0, 512, 0.279504, 1
0, 1024, 0.557105, 1
0, 2048, 1.111268, 1
0, 4096, 2.220465, 1
0, 8192, 4.429507, 1
0, 16384, 8.965561, 1
0, 128, 0.071970, 1
0, 256, 0.141948, 1
0, 512, 0.280162, 1
0, 1024, 0.556351, 1
0, 2048, 1.109201, 1
0, 4096, 2.221719, 1
0, 8192, 4.443626, 1
0, 16384, 8.869685, 1
0, 128, 0.072422, 1
0, 256, 0.141394, 1
0, 512, 0.279678, 1
0, 1024, 0.556594, 1
0, 2048, 1.114422, 1
0, 4096, 2.218399, 1
0, 8192, 4.431950, 1
0, 16384, 8.902347, 1
0, 128, 0.072531, 1
0, 256, 0.141990, 1
0, 512, 0.279837, 1
0, 1024, 0.555645, 1
0, 2048, 1.118319, 1
0, 4096, 2.222219, 1
0, 8192, 4.458438, 1
0, 16384, 8.979388, 1
0, 128, 0.072144, 1
0, 256, 0.142322, 1
0, 512, 0.280433, 1
0, 1024, 0.558386, 1
0, 2048, 1.155787, 1
0, 4096, 2.232403, 1
0, 8192, 4.465413, 1
0, 16384, 8.970266, 1
0, 128, 0.072230, 1
0, 256, 0.143683, 1
0, 512, 0.279406, 1
0, 1024, 0.566334, 1
0, 2048, 1.132049, 1
0, 4096, 2.221374, 1
0, 8192, 4.489441, 1
0, 16384, 8.861428, 1
0, 128, 0.072731, 1
0, 256, 0.142309, 1
0, 512, 0.283676, 1
0, 1024, 0.555624, 1
0, 2048, 1.113013, 1
0, 4096, 2.215336, 1
0, 8192, 4.428080, 1
0, 16384, 8.872400, 1
0, 128, 0.072099, 1
0, 256, 0.141169, 1
0, 512, 0.279927, 1
0, 1024, 0.557415, 1
0, 2048, 1.109245, 1
0, 4096, 2.212983, 1
0, 8192, 4.423469, 1
0, 16384, 8.864305, 1
0, 128, 0.075770, 1
0, 256, 0.140784, 1
0, 512, 0.281346, 1
0, 1024, 0.557198, 1
0, 2048, 1.110703, 1
0, 4096, 2.236424, 1
0, 8192, 4.450394, 1
0, 16384, 8.854320, 1
0, 128, 0.073455, 1
0, 256, 0.141410, 1
0, 512, 0.278894, 1
0, 1024, 0.557202, 1
0, 2048, 1.109363, 1
0, 4096, 2.218030, 1
0, 8192, 4.430227, 1
0, 16384, 8.855822, 1
0, 128, 0.072670, 1
0, 256, 0.142150, 1
0, 512, 0.279868, 1
0, 1024, 0.568893, 1
0, 2048, 1.143422, 1
0, 4096, 2.243246, 1
0, 8192, 4.435814, 1
0, 16384, 8.877382, 1
0, 128, 0.072083, 1
0, 256, 0.142164, 1
0, 512, 0.280166, 1
0, 1024, 0.557877, 1
0, 2048, 1.113742, 1
0, 4096, 2.223110, 1
0, 8192, 4.435855, 1
0, 16384, 8.904349, 1
0, 128, 0.072947, 1
0, 256, 0.145045, 1
0, 512, 0.280751, 1
0, 1024, 0.557269, 1
0, 2048, 1.114500, 1
0, 4096, 2.220585, 1
0, 8192, 4.461327, 1
0, 16384, 8.874682, 1
0, 128, 0.072675, 1
0, 256, 0.143030, 1
0, 512, 0.280459, 1
0, 1024, 0.559527, 1
0, 2048, 1.114138, 1
0, 4096, 2.220075, 1
0, 8192, 4.465753, 1
0, 16384, 8.917247, 1
0, 128, 0.072583, 1
0, 256, 0.141260, 1
0, 512, 0.279964, 1
0, 1024, 0.563689, 1
0, 2048, 1.114133, 1
0, 4096, 2.222004, 1
0, 8192, 4.449726, 1
0, 16384, 8.913913, 1
0, 128, 0.072590, 1
0, 256, 0.142663, 1
0, 512, 0.282399, 1
0, 1024, 0.561799, 1
0, 2048, 1.116454, 1
0, 4096, 2.232370, 1
0, 8192, 4.456229, 1
0, 16384, 8.910492, 1
0, 128, 0.072493, 1
0, 256, 0.143347, 1
0, 512, 0.281794, 1
0, 1024, 0.562428, 1
0, 2048, 1.113093, 1
0, 4096, 2.224749, 1
0, 8192, 4.444582, 1
0, 16384, 8.916074, 1
0, 128, 0.071976, 1
0, 256, 0.140965, 1
0, 512, 0.280100, 1
0, 1024, 0.558312, 1
0, 2048, 1.110829, 1
0, 4096, 2.229120, 1
0, 8192, 4.448403, 1
0, 16384, 8.924280, 1
1, 128, 0.023727, 1
1, 256, 0.041523, 1
1, 512, 0.073585, 1
1, 1024, 0.142398, 1
1, 2048, 0.287210, 1
1, 4096, 0.581848, 1
1, 8192, 1.142904, 1
1, 16384, 2.270974, 1
1, 128, 0.023790, 1
1, 256, 0.040332, 1
1, 512, 0.074883, 1
1, 1024, 0.142548, 1
1, 2048, 0.282203, 1
1, 4096, 0.574484, 1
1, 8192, 1.142491, 1
1, 16384, 2.269602, 1
1, 128, 0.022964, 1
1, 256, 0.039713, 1
1, 512, 0.074899, 1
1, 1024, 0.143513, 1
1, 2048, 0.283784, 1
1, 4096, 0.578944, 1
1, 8192, 1.157030, 1
1, 16384, 2.312324, 1
1, 128, 0.024174, 1
1, 256, 0.039055, 1
1, 512, 0.073485, 1
1, 1024, 0.143997, 1
1, 2048, 0.282434, 1
1, 4096, 0.564750, 1
1, 8192, 1.152798, 1
1, 16384, 2.299238, 1
1, 128, 0.024504, 1
1, 256, 0.039115, 1
1, 512, 0.073850, 1
1, 1024, 0.143168, 1
1, 2048, 0.282095, 1
1, 4096, 0.567363, 1
1, 8192, 1.154005, 1
1, 16384, 2.292331, 1
1, 128, 0.024450, 1
1, 256, 0.039671, 1
1, 512, 0.074912, 1
1, 1024, 0.143472, 1
1, 2048, 0.287532, 1
1, 4096, 0.567313, 1
1, 8192, 1.139052, 1
1, 16384, 2.284285, 1
1, 128, 0.023427, 1
1, 256, 0.040173, 1
1, 512, 0.074361, 1
1, 1024, 0.141938, 1
1, 2048, 0.283404, 1
1, 4096, 0.593159, 1
1, 8192, 1.143919, 1
1, 16384, 2.307312, 1
1, 128, 0.024255, 1
1, 256, 0.038988, 1
1, 512, 0.074908, 1
1, 1024, 0.148996, 1
1, 2048, 0.282228, 1
1, 4096, 0.565514, 1
1, 8192, 1.155892, 1
1, 16384, 2.322377, 1
1, 128, 0.023433, 1
1, 256, 0.039015, 1
1, 512, 0.075485, 1
1, 1024, 0.143851, 1
1, 2048, 0.284581, 1
1, 4096, 0.589207, 1
1, 8192, 1.146157, 1
1, 16384, 2.300912, 1
1, 128, 0.023959, 1
1, 256, 0.042534, 1
1, 512, 0.074768, 1
1, 1024, 0.143882, 1
1, 2048, 0.287381, 1
1, 4096, 0.590867, 1
1, 8192, 1.134812, 1
1, 16384, 2.291113, 1
1, 128, 0.023860, 1
1, 256, 0.039294, 1
1, 512, 0.074425, 1
1, 1024, 0.142913, 1
1, 2048, 0.281757, 1
1, 4096, 0.587523, 1
1, 8192, 1.140223, 1
1, 16384, 2.294994, 1
1, 128, 0.023595, 1
1, 256, 0.039326, 1
1, 512, 0.075703, 1
1, 1024, 0.142538, 1
1, 2048, 0.287667, 1
1, 4096, 0.567684, 1
1, 8192, 1.161137, 1
1, 16384, 2.287830, 1
1, 128, 0.023681, 1
1, 256, 0.039511, 1
1, 512, 0.073608, 1
1, 1024, 0.145125, 1
1, 2048, 0.288644, 1
1, 4096, 0.575780, 1
1, 8192, 1.133033, 1
1, 16384, 2.280515, 1
1, 128, 0.024339, 1
1, 256, 0.039016, 1
1, 512, 0.073642, 1
1, 1024, 0.142282, 1
1, 2048, 0.285261, 1
1, 4096, 0.574040, 1
1, 8192, 1.160790, 1
1, 16384, 2.295825, 1
1, 128, 0.023462, 1
1, 256, 0.039010, 1
1, 512, 0.074134, 1
1, 1024, 0.147653, 1
1, 2048, 0.287736, 1
1, 4096, 0.583037, 1
1, 8192, 1.144451, 1
1, 16384, 2.286186, 1
1, 128, 0.023332, 1
1, 256, 0.039305, 1
1, 512, 0.074151, 1
1, 1024, 0.142277, 1
1, 2048, 0.284178, 1
1, 4096, 0.573854, 1
1, 8192, 1.156694, 1
1, 16384, 2.314722, 1
1, 128, 0.023670, 1
1, 256, 0.039548, 1
1, 512, 0.074301, 1
1, 1024, 0.142448, 1
1, 2048, 0.282632, 1
1, 4096, 0.578784, 1
1, 8192, 1.132451, 1
1, 16384, 2.302614, 1
1, 128, 0.024264, 1
1, 256, 0.040038, 1
1, 512, 0.073554, 1
1, 1024, 0.142620, 1
1, 2048, 0.284384, 1
1, 4096, 0.577794, 1
1, 8192, 1.128362, 1
1, 16384, 2.280327, 1
